UniqueID,IDname,IDyear,Title,CAname,CAinst1,CAcountry,CAinst2,CAcountry2,Caspecialty,Caquali,AuthorNum,InstitNum,AuthorOvNum,InstitOvNum,SpecialtyNum,JournalName(fullname),JournalLoc,JournalScop,JournalSubscribe,Article,Field,Level,Class,CatQuanti,DataCollect,Began,Completed,StudySitesNum,Setting,Setting.1,Condition_primary,Condition_secondary,SubjMeasure,ObjMeasure,Intervention
936,WA Manan WM,2012,"Overweight and obesity among Malay primary school children in Kota Bharu, Kelantan: parental beliefs, attitudes and child feeding practices",WA Manan WM,Universiti Sains Malaysia,Malaysia,,,Other biomedicals,phd (non-clinician),3,2,0,0,1,Malaysian Journal of Nutrition,local - malaysia,Specific- discpline-specific,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,etiologic,Cross-sectional,not stated,not stated,3,,University/college/teaching centre,"(T) Endocrine, metabolic and nutritional",(A) General and unspecified,Subjective- self-report,Objective- operator dependence,No intervention
937,Wahab RA,2014,Self-evaluation of medical students on the elective research course,Rasidah Abd Wahab,"Medical Education Unit, Universiti Malaysia Sarawak, Malaysia,",Malaysia,,,,,2,1,0,0,2,Education in Medicine Journal,local - malaysia,specific- discpline-specific,1,research - original and reviews,clinical,primary (include case reports),quantitative,prevalence,cross-sectional,not stated,not stated,1,university/college/teaching centre,,(A) General and unspecified,NA,subjective- self-report,objective- operator dependence,no intervention
938,Wan ASL,2016,Management of neonatal jaundice in primary care,Wan ASL,Hospital Pakar Sultanah Fatimah,Malaysia,,,Paediatric,"master (non-mmed) eg. mrcp, etc.",5,5,0,0,2,Malaysian Family Physician: The Official Journal Of The Academy Of Family Physicians Of Malaysia,local - malaysia,Specific- discpline-specific,1,commentary,Health services,"Primary (include case reports, case series)",others,prevalence,Secondary data retrieval,,,1,,,"(B) Blood, blood forming organs, lymphatics, spleen",(A) General and unspecified,Subjective- other's report,,No intervention
939,Wang DY,2018,Practice Patterns for Chronic Respiratory Diseases in the Asia-Pacific Region: A Cross-Sectional Observational Study,Wang DY,National University of Singapore,Singapore,,,ENT,phd (non-clinician),10,7,9,6,8,International archives of allergy and immunology,international - out of asia,Specific- discpline-specific,2,research - original and reviews,Health services,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,2012,2013,6,,Clinic,(R) Respiratory,(A) General and unspecified,Subjective- self-report,,No intervention
940,Wang DY,2011,A survey on the management of acute rhinosinusitis among Asian physicians,Wang DY,National University of Singapore,Singapore,,,ENT,phd (non-clinician),15,15,14,14,3,Rhinology,international - out of asia,Specific- discpline-specific,2,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,not stated,not stated,15,,Clinic,(R) Respiratory,(A) General and unspecified,Subjective- self-report,,No intervention
941,Wang Y,2018,Hypertension and its associated factors among current drinkers in Malaysia: Results from the National Health and Morbidity Survey 2015,W. S. Rodzlan Hasani,"Centre for Non Communicable Disease Research, Institute of Public Health, Ministry of Health Malaysia, Jalan Bangsar, Kuala Lumpur 50590,",Malaysia,,,,not stated,11,1,1,0,1,Journal of Substance Use,international - out of asia,Specific- discpline-specific,2,research - original and reviews,Public health,Secondary (database),quantitative,prevalence,Secondary data retrieval,not stated,not stated,not applicable,,Community,(K) Circulatory,(Z) Social problems,Subjective- other's report,Objective- non-operator-dependence eg. lab analyser,No intervention
942,Wee LH,2011,Stop smoking clinics in Malaysia: characteristics of attendees and predictors of success,Wee LH,"MOH, UM",Malaysia,,,Other biomedicals,phd (non-clinician),4,3,2,1,3,Addictive Behaviors,international - out of asia,Specific- discpline-specific,2,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cohort,2006,2007,5,,Clinic,(R) Respiratory,(A) General and unspecified,Subjective- self-report,,No intervention
943,Wei Yin Lim,2018,The impact of a prescription review and prescriber feedback system on prescribing practices in primary care clinics: a cluster randomised trial,Wei Yin Lim,Ministry of Health,Malaysia,,,Pharmacy,bachelor,8,7,0,0,3,BMC Family Practice,international - out of asia,General- multidiscplinary,1,research - original and reviews,Health services,"Primary (include case reports, case series)",quantitative,interventional,RCT - Randomized controlled trial,2012,2012,134,,Clinic,(A) General and unspecified,(A) General and unspecified,Subjective- self-report,Objective- non-operator-dependence eg. lab analyser,Health services
944,Wharton RH,1963,STUDIES ON THE DISTRIBUTION AND TRANSMISSION OF MALARIA AND FILARIASIS AMONG ABORIGINES IN MALAYA,Wharton RH,IMR,Australia,,,Other biomedicals,bachelor,3,1,1,1,1,Annals of tropical medicine and parasitology,international - out of asia,Specific- discpline-specific,2,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,diagnostic test,Cross-sectional,not stated,not stated,3,,Community,(A) General and unspecified,"(B) Blood, blood forming organs, lymphatics, spleen",,Objective- non-operator-dependence eg. lab analyser,No intervention
945,William T,2015,"Pulmonary tuberculosis in outpatients in Sabah, Malaysia: advanced disease but low incidence of HIV co-infection",Ralph AP,"Menzies School of Health Research, Royal Darwin Hospital",Malaysia,,,Public health,phd (non-clinician),6,6,2,2,6,BMC Infectious Diseases,international - out of asia,Specific- discpline-specific,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cohort,2012,2014,1,,Clinic,(A) General and unspecified,(R) Respiratory,,Objective- non-operator-dependence eg. lab analyser,No intervention
946,Wilson Low,2010,The CORFIS experience,Wilson Low,Chronic Care Counselling & Health Centre,Malaysia,,,Family medicine,"master (non-mmed) eg. mrcp, etc.",1,1,0,0,1,Malaysian Family Physician,local - malaysia,Specific- discpline-specific,1,research - original and reviews,,Opinion,Others,,Secondary data retrieval,2007,2008,70,clinic,,(K) Circulatory,"(T) Endocrine, metabolic and nutritional",,Objective- non-operator-dependence eg. lab analyser,Health services
947,Win SS,2017,"Antenatal care (ANC) services utilization in maternal and child health (MCH) clinics of Kinabatangan (rural) and Sandakan (urban) of Sabah, Malaysia",Win SS,UMS,Malaysia,,,O&G,master (mmed),6,3,0,0,3,Malaysian Journal of Public Health Medicine,local - malaysia,Specific- discpline-specific,1,research - original and reviews,Health services,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,2012,2012,2,,Clinic,"(W) Pregnancy, childbirth, family planning",(A) General and unspecified,Subjective- self-report,,No intervention
948,Wisam NI,2018,Knowledge and awareness of hepatitis B and its associated factors among students of medical faculties at the international International Islamic University Malaysia’s Kuantan campus,Al-Mahmood SMA,Al-Kitab University,Iraq,,,Pharmacy,phd (non-clinician),4,2,1,1,2,International Journal of Care Scholars,local - malaysia,General- multidiscplinary,1,research - original and reviews,Education,"Primary (include case reports, case series)",quantitative,psychometric study,Cross-sectional,not stated,not stated,1,,University/college/teaching centre,(A) General and unspecified,(A) General and unspecified,Subjective- self-report,,No intervention
949,WL Tan,2015,"Knowledge, Attitude and Practice of Antibiotics Prescribing Among Medical Officers of Public Health Care Facilities in the State of Kedah, Malaysia",WL Tan,"Clinical Research Centre Kedah, Km 6, Jalan Langgar, Alor Setar, Kedah 05460, Malaysia",malaysia,,,,md (postgraduate),4,3,0,0,2,Medical Journal Malaysia,local - malaysia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,psychometric study,Cross-sectional,2013,2013,multi,,"hospital,clinics etc",(P) Psychological,(A) General and unspecified,Subjective- self-report,,No intervention
950,WM Rushidi WM,2004,"Analysis of the Psychometric Properties of the Malay Version of Beck Depression Inventory II (BDI-II) Among Postpartum Women in Kedah, North West of Peninsular Malaysia",WM Rushidi WM,Universiti Sains Malaysia,Malaysia,,,Psychiatry,master (mmed),4,2,0,0,2,The Malaysian Journal Of Medical Sciences: MJMS,local - malaysia,Specific- discpline-specific,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,psychometric study,Cohort,2002,2002,1,,Clinic,(P) Psychological,"(W) Pregnancy, childbirth, family planning",Subjective- self-report,,No intervention
951,WM Rushidi WM,2004,"Psychometric evaluation of the Medical Outcome Study (MOS) Social Support Survey among Malay postpartum women in Kedah, North West of Peninsular Malaysia",WM Rushidi WM,Universiti Sains Malaysia,Malaysia,,,Psychiatry,master (mmed),3,2,0,0,2,Malaysian Journal of Medical Sciences,local - malaysia,Specific- discpline-specific,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,psychometric study,Cohort,2002,2002,3,,Clinic,(P) Psychological,"(W) Pregnancy, childbirth, family planning",Subjective- self-report,,No intervention
952,WM Zohdi WW,2017,"Validity and reliability of the english version of the sick, control, one stone, fat, food (SCOFF) in Malaysia",Siew PML,UM,Malaysia,,,Pharmacy,phd (non-clinician),3,1,0,0,1,Clinical nutrition ESPEN,international - out of asia,Specific- discpline-specific,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,diagnostic test,Cohort,2014,2014,1,,University/college/teaching centre,(P) Psychological,(A) General and unspecified,Subjective- self-report,,No intervention
953,Wnorlida WI,2013,Associated Factors of Coronary Heart Disease in Patients with Type 2 Diabetes Mellitus,Norsa'adah B,Universiti Sains Malaysia,Malaysia,,,Public health,phd (non-clinician),5,2,0,0,3,International Medical Journal,regional - within asia,General- multidiscplinary,1,research - original and reviews,Public health,Secondary (database),quantitative,etiologic,Cross-sectional,Jun-10,Nov-10,6,,Clinic,(K) Circulatory,"(T) Endocrine, metabolic and nutritional",Subjective- other's report,Objective- non-operator-dependence eg. lab analyser,No intervention
954,Wong CH,2016,A systematic review of anxiety prevalence in adults within primary care and community settings in Malaysia,Wong CH,International Medical University,Malaysia,,,Family medicine,"master (non-mmed) eg. mrcp, etc.",6,1,0,0,3,Asian Journal Of Psychiatry,regional - within asia,Specific- discpline-specific,1,research - original and reviews,Public health,Secondary (review),quantitative,prevalence,Secondary data retrieval,not stated,not stated,1,,University/college/teaching centre,(P) Psychological,NA,Subjective- other's report,,No intervention
955,Wong HJ,2014,"Risk factors of malnutrition among preschool children in Terengganu, Malaysia: a case control study",Wong HJ,UM,Malaysia,,,Dietetic,bachelor,3,2,0,0,3,BMC Public Health,international - out of asia,Specific- discpline-specific,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Case-control,Apr-12,Aug-12,1,,Clinic,"(T) Endocrine, metabolic and nutritional",NA,Subjective- other's report,Objective- non-operator-dependence eg. lab analyser,No intervention
956,Wong JE,2016,Physical Activity of Malaysian Primary School Children: Comparison by Sociodemographic Variables and Activity Domains,Poh BK,Universiti Kebangsaan Malaysia,Malaysia,,,Other biomedicals,phd (non-clinician),4,3,1,1,3,Asia-Pacific journal of public health,regional - within asia,Specific- discpline-specific,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cohort,not stated,not stated,6,,Community,"(T) Endocrine, metabolic and nutritional",NA,Subjective- other's report,,No intervention
957,Wong JS,2005,Proteinuria in diabetic patients in a primary health care setting in Sarawak,Wong JS,Sarawak General Hospital,Malaysia,,,Internal Medicine,bachelor,1,1,0,0,1,The Medical Journal Of Malaysia,local - malaysia,General- multidiscplinary,1,medical/clinical audit project,Public health,Secondary (database),quantitative,prevalence,Cross-sectional,Jan-03,Mar-03,1,,Clinic,"(T) Endocrine, metabolic and nutritional",NA,,Objective- operator dependence,No intervention
